session_code,id_in_session,participant_code,channel,nickname,body,timestamp
m7xcm95f,22,1r7pqbse,9-live_bargaining-595,B2,my last group is 40 30 30,1715861889.507138
m7xcm95f,12,6e0212tp,9-live_bargaining-592,B2,hahahaha,1715861890.6943977
m7xcm95f,9,d4lo3zf6,9-live_bargaining-591,B1,what languages do u speak,1715861891.0147195
m7xcm95f,18,nlkaxz3o,9-live_bargaining-594,B2,hahah ,1715861892.1523702
m7xcm95f,11,l4gotjl7,9-live_bargaining-591,A,what? a german keyboard exists?,1715861892.1823604
m7xcm95f,19,la48qhop,9-live_bargaining-596,B1,2,1715861898.3719206
m7xcm95f,27,lv2l10fd,9-live_bargaining-597,B1,but all need to agree,1715861901.571244
m7xcm95f,11,l4gotjl7,9-live_bargaining-591,A,Italian btw,1715861902.6137764
m7xcm95f,7,2xw6wott,9-live_bargaining-592,B1,oh this world made me sensitive,1715861903.4708114
m7xcm95f,9,d4lo3zf6,9-live_bargaining-591,B1,hahah yeah the x and y and struff are diffrent,1715861903.9916806
m7xcm95f,11,l4gotjl7,9-live_bargaining-591,A,form Ticino :),1715861909.0617745
m7xcm95f,12,6e0212tp,9-live_bargaining-592,B2,hahhahahahaha,1715861909.6217499
m7xcm95f,20,6nwz387q,9-live_bargaining-596,A,ciao ciao B2,1715861910.5423295
m7xcm95f,27,lv2l10fd,9-live_bargaining-597,B1,lets decide then,1715861911.9144688
m7xcm95f,9,d4lo3zf6,9-live_bargaining-591,B1,ahh cool i speak italian too,1715861912.4063652
m7xcm95f,30,iowjjdnx,9-live_bargaining-598,B2,Take 3,1715861912.8664455
m7xcm95f,8,f6i1zolp,9-live_bargaining-592,A,"or it , all fine",1715861915.4984632
m7xcm95f,23,08vr2i2p,9-live_bargaining-595,A,that would be another option if A wants to get more ,1715861918.6115243
m7xcm95f,12,6e0212tp,9-live_bargaining-592,B2,change the world then,1715861919.5011954
m7xcm95f,29,tn7aqwzf,9-live_bargaining-597,A,and if I do a group of two people?,1715861920.0891576
m7xcm95f,11,l4gotjl7,9-live_bargaining-591,A,PASTA PIZZA,1715861921.8451254
m7xcm95f,24,j5qn3qbk,9-live_bargaining-596,B2,come on,1715861922.4922647
m7xcm95f,25,hjneoci2,9-live_bargaining-598,B1,nope,1715861922.777993
m7xcm95f,9,d4lo3zf6,9-live_bargaining-591,B1,my nonno is from sicily,1715861924.3502078
m7xcm95f,8,f6i1zolp,9-live_bargaining-592,A,hahahha,1715861925.2664723
m7xcm95f,19,la48qhop,9-live_bargaining-596,B1,how can someone be this greedy for 6 points ,1715861925.626659
m7xcm95f,9,d4lo3zf6,9-live_bargaining-591,B1,ahahahhaha,1715861927.014052
m7xcm95f,24,j5qn3qbk,9-live_bargaining-596,B2,4 points dont make a difference,1715861929.2033117
m7xcm95f,11,l4gotjl7,9-live_bargaining-591,A,oh damn,1715861930.356694
m7xcm95f,27,lv2l10fd,9-live_bargaining-597,B1,total is 30,1715861931.305224
m7xcm95f,30,iowjjdnx,9-live_bargaining-598,B2,Then nobody gets anything,1715861934.3533454
m7xcm95f,26,qvoffcsq,9-live_bargaining-598,A,"you lose 1 point, if u are A u would do the same",1715861934.449164
m7xcm95f,20,6nwz387q,9-live_bargaining-596,A,oh trust,1715861936.0294092
m7xcm95f,32,5kr8656h,9-live_bargaining-600,A,i guess this would be the most possible result lol,1715861937.5493264
m7xcm95f,20,6nwz387q,9-live_bargaining-596,A,me,1715861939.540819
m7xcm95f,1,xhpv93ls,9-live_bargaining-590,B1,do you think whoever in the group who did the best in the slider game becomes A?,1715861942.6757176
m7xcm95f,20,6nwz387q,9-live_bargaining-596,A,they do,1715861943.6372116
m7xcm95f,1,xhpv93ls,9-live_bargaining-590,B1,or is it more random,1715861949.348042
m7xcm95f,20,6nwz387q,9-live_bargaining-596,A,thats the world we live in baby,1715861951.7723753
m7xcm95f,13,g0slo89x,9-live_bargaining-594,B1,"pleasure doing business, see you on the other side",1715861952.0688827
m7xcm95f,28,r786u409,9-live_bargaining-597,B2,the first one is okay for everone,1715861953.812152
m7xcm95f,2,6ydcbl9r,9-live_bargaining-590,A,i think its random,1715861955.439268
m7xcm95f,22,1r7pqbse,9-live_bargaining-595,B2,but I think our proposal is more reasonable hhhh,1715861957.3829906
m7xcm95f,7,2xw6wott,9-live_bargaining-592,B1,became red then,1715861957.5728397
m7xcm95f,9,d4lo3zf6,9-live_bargaining-591,B1,no mafia here hahaha,1715861958.9800127
m7xcm95f,20,6nwz387q,9-live_bargaining-596,A,6 points have started wars,1715861960.403979
m7xcm95f,7,2xw6wott,9-live_bargaining-592,B1, so hasty,1715861960.6605911
m7xcm95f,27,lv2l10fd,9-live_bargaining-597,B1,select one,1715861963.231799
m7xcm95f,24,j5qn3qbk,9-live_bargaining-596,B2,ok you win,1715861963.6255572
m7xcm95f,11,l4gotjl7,9-live_bargaining-591,A,hahahaha,1715861963.731602
m7xcm95f,7,2xw6wott,9-live_bargaining-592,B1,like our life,1715861964.6520886
m7xcm95f,18,nlkaxz3o,9-live_bargaining-594,B2,"pleasure doing business boys, see you on the other side",1715861965.2245145
m7xcm95f,14,196u6lli,9-live_bargaining-594,A,b1 is a bot for sure,1715861965.229629
m7xcm95f,21,fns79vh4,9-live_bargaining-595,B1,haha true,1715861965.6163008
m7xcm95f,24,j5qn3qbk,9-live_bargaining-596,B2,:(,1715861966.1533744
m7xcm95f,1,xhpv93ls,9-live_bargaining-590,B1,hmm okay,1715861967.1461961
m7xcm95f,23,08vr2i2p,9-live_bargaining-595,A,true,1715861967.4323957
m7xcm95f,26,qvoffcsq,9-live_bargaining-598,A,thanks B1,1715861967.4390085
m7xcm95f,2,6ydcbl9r,9-live_bargaining-590,A,bc i was B2 and now i m A,1715861968.686794
m7xcm95f,12,6e0212tp,9-live_bargaining-592,B2,hhhhahah,1715861969.0673757
m7xcm95f,13,g0slo89x,9-live_bargaining-606,A,"BAZZAR OF PLAYER ## IS OPEN, VOTE ID 1 = EQUAL SPLIT = RELAX AND GET PAYED OLNY SATISFIED CUTOMERS TILL NOW 2/2 SUCCESS RATE",1715862004.5523467
m7xcm95f,4,uz2kh32u,9-live_bargaining-601,B1,hi,1715862004.7649553
m7xcm95f,12,6e0212tp,9-live_bargaining-603,A,"same thing again, 34, 33, 33?",1715862005.2300103
m7xcm95f,13,g0slo89x,9-live_bargaining-606,A,"BAZZAR OF PLAYER ## IS OPEN, VOTE ID 1 = EQUAL SPLIT = RELAX AND GET PAYED OLNY SATISFIED CUTOMERS TILL NOW 2/2 SUCCESS RATE",1715862008.0953517
m7xcm95f,10,kn00nazp,9-live_bargaining-603,B1,agree,1715862010.3895977
m7xcm95f,11,l4gotjl7,9-live_bargaining-603,B2,nice,1715862011.0817392
m7xcm95f,1,xhpv93ls,9-live_bargaining-602,B1,hi,1715862012.704547
m7xcm95f,8,f6i1zolp,9-live_bargaining-604,B2,ok,1715862012.8278122
m7xcm95f,2,6ydcbl9r,9-live_bargaining-602,B2,hey,1715862014.773675
m7xcm95f,7,2xw6wott,9-live_bargaining-604,B1,hello team,1715862015.8642108
m7xcm95f,9,d4lo3zf6,9-live_bargaining-604,A,alright,1715862016.1682975
m7xcm95f,14,196u6lli,9-live_bargaining-606,B2,hi again,1715862017.502777
m7xcm95f,3,6nh54ceg,9-live_bargaining-602,A,hi,1715862018.7050412
m7xcm95f,2,6ydcbl9r,9-live_bargaining-602,B2,i m for B,1715862020.5575836
m7xcm95f,9,d4lo3zf6,9-live_bargaining-604,A,hello,1715862021.927464
m7xcm95f,17,1lilrmry,9-live_bargaining-605,A,"I feel like I should receive slightly more, since no proposal passes unless I agree to it",1715862023.9766269
m7xcm95f,6,yfbqk3u0,9-live_bargaining-601,A,hi,1715862024.0138314
m7xcm95f,1,xhpv93ls,9-live_bargaining-602,B1,me too,1715862025.2475226
m7xcm95f,36,5zlvsjpa,9-live_bargaining-611,A,nice,1715862025.3903182
m7xcm95f,3,6nh54ceg,9-live_bargaining-602,A,i am A i expect more,1715862027.928837
m7xcm95f,23,08vr2i2p,9-live_bargaining-607,B2,the best option. I like it,1715862029.7578049
m7xcm95f,11,l4gotjl7,9-live_bargaining-603,B2,that was fast,1715862029.8012128
m7xcm95f,4,uz2kh32u,9-live_bargaining-601,B1,2 sounds good,1715862030.123869
m7xcm95f,7,2xw6wott,9-live_bargaining-604,B1,we made a deal,1715862032.0084364
m7xcm95f,7,2xw6wott,9-live_bargaining-604,B1,nice,1715862033.1191804
m7xcm95f,33,ltuj7l8u,9-live_bargaining-612,B1,fast,1715862033.6409612
m7xcm95f,21,fns79vh4,9-live_bargaining-608,B1,nice work :)),1715862037.1789105
m7xcm95f,24,j5qn3qbk,9-live_bargaining-607,A,2?,1715862037.2395165
m7xcm95f,5,sfscz3mv,9-live_bargaining-601,B2,lets stick with 2 ,1715862037.3335354
m7xcm95f,1,xhpv93ls,9-live_bargaining-602,B1,you already get more,1715862037.590792
m7xcm95f,13,g0slo89x,9-live_bargaining-606,A,hi are you a returning customer ?,1715862038.5417824
m7xcm95f,2,6ydcbl9r,9-live_bargaining-602,B2,why would you be entilteled to more,1715862039.1007943
m7xcm95f,7,2xw6wott,9-live_bargaining-604,B1,we could kill time then,1715862039.2230034
m7xcm95f,25,hjneoci2,9-live_bargaining-610,A,No youd loose points if you are doing 33 always,1715862039.4848669
m7xcm95f,19,la48qhop,9-live_bargaining-608,A,perfect hahah,1715862041.2599874
m7xcm95f,8,f6i1zolp,9-live_bargaining-604,B2,all the same,1715862041.8579094
m7xcm95f,20,6nwz387q,9-live_bargaining-608,B2,what do we dot he rest 4 minutes,1715862042.015591
m7xcm95f,24,j5qn3qbk,9-live_bargaining-607,A,i like it too,1715862045.1754994
m7xcm95f,3,6nh54ceg,9-live_bargaining-602,A,1 is not enough,1715862046.6234207
m7xcm95f,8,f6i1zolp,9-live_bargaining-604,B2,peace,1715862049.761384
m7xcm95f,14,196u6lli,9-live_bargaining-606,B2,yes from the previous round,1715862050.7812965
m7xcm95f,7,2xw6wott,9-live_bargaining-604,B1,all the same,1715862051.4784672
m7xcm95f,10,kn00nazp,9-live_bargaining-603,B1,Why im not A again,1715862052.2665372
m7xcm95f,19,la48qhop,9-live_bargaining-608,A,how are you guys doing? ,1715862052.5552473
m7xcm95f,34,wmh3d1u0,9-live_bargaining-611,B1,hahaha each round the same,1715862053.6196442
m7xcm95f,4,uz2kh32u,9-live_bargaining-601,B1,anything you wanna talk about for the remaining 4 minutes lmao,1715862055.441361
m7xcm95f,16,lgc4n3dh,9-live_bargaining-605,B1,so what do suggest,1715862056.516387
m7xcm95f,11,l4gotjl7,9-live_bargaining-603,B2,hahaha,1715862057.7433805
m7xcm95f,9,d4lo3zf6,9-live_bargaining-604,A,maybe they dont even care about our agreements and the real test is what we talk about in the protection of anonimity,1715862058.9343846
m7xcm95f,10,kn00nazp,9-live_bargaining-603,B1,I did the task1 so slow?,1715862059.0341644
m7xcm95f,27,lv2l10fd,9-live_bargaining-610,B1,suggest,1715862060.953849
m7xcm95f,17,1lilrmry,9-live_bargaining-605,A,How about this?,1715862062.339644
m7xcm95f,32,5kr8656h,9-live_bargaining-612,B2,exactly the same proposal,1715862062.3514905
m7xcm95f,26,qvoffcsq,9-live_bargaining-610,B2,u wont loose points but u get a lower payout,1715862062.992639
m7xcm95f,20,6nwz387q,9-live_bargaining-608,B2,meh depression anxiety,1715862064.3668244
m7xcm95f,11,l4gotjl7,9-live_bargaining-603,B2,there's alway someone better than you,1715862067.0868967
m7xcm95f,5,sfscz3mv,9-live_bargaining-601,B2,what do you stduy,1715862067.547098
m7xcm95f,20,6nwz387q,9-live_bargaining-608,B2,you?,1715862067.9906695
m7xcm95f,2,6ydcbl9r,9-live_bargaining-602,B2,well you either get 34 or you get 0 cuz i wont go with proposal 3,1715862068.148554
m7xcm95f,13,g0slo89x,9-live_bargaining-606,A,"nice, you can always count on the BAZZAR OF PLAYER ##",1715862068.9320922
m7xcm95f,12,6e0212tp,9-live_bargaining-603,A,hahahahahah,1715862069.8317506
m7xcm95f,32,5kr8656h,9-live_bargaining-612,B2,in all my 4 rounds till now,1715862070.6643026
m7xcm95f,7,2xw6wott,9-live_bargaining-604,B1,yeah,1715862071.4228466
m7xcm95f,3,6nh54ceg,9-live_bargaining-602,A,i could accept 38,1715862071.9108078
m7xcm95f,21,fns79vh4,9-live_bargaining-608,B1,good and you?,1715862071.993529
m7xcm95f,32,5kr8656h,9-live_bargaining-612,B2,lol,1715862072.8070533
m7xcm95f,19,la48qhop,9-live_bargaining-608,A,ohh,1715862072.970145
m7xcm95f,8,f6i1zolp,9-live_bargaining-604,B2,hahhahhahaha interesting,1715862074.7439327
m7xcm95f,19,la48qhop,9-live_bargaining-608,A,sorry to hear that,1715862075.6015584
m7xcm95f,4,uz2kh32u,9-live_bargaining-601,B1,"maths, you?",1715862076.9686518
m7xcm95f,14,196u6lli,9-live_bargaining-606,B2,of course,1715862079.0920103
m7xcm95f,22,1r7pqbse,9-live_bargaining-607,B1,2 is  a little bit reboery ,1715862079.857305
m7xcm95f,35,rcu7iixo,9-live_bargaining-611,B2,I think every group is the same,1715862080.5346193
m7xcm95f,7,2xw6wott,9-live_bargaining-604,B1,and i think it would be changed,1715862081.581503
m7xcm95f,23,08vr2i2p,9-live_bargaining-607,B2,I mean the first one from B1,1715862081.7402325
m7xcm95f,5,sfscz3mv,9-live_bargaining-601,B2,mech eng,1715862082.2742383
m7xcm95f,31,clb9mrb7,9-live_bargaining-612,A,lol,1715862082.6553369
m7xcm95f,16,lgc4n3dh,9-live_bargaining-605,B1,oh okk i agree,1715862082.6987207
m7xcm95f,21,fns79vh4,9-live_bargaining-608,B1,:((,1715862084.1683824
m7xcm95f,33,ltuj7l8u,9-live_bargaining-612,B1,do you think we are the same people for all rounds?,1715862084.1961508
m7xcm95f,2,6ydcbl9r,9-live_bargaining-602,B2,no,1715862085.443561
m7xcm95f,11,l4gotjl7,9-live_bargaining-603,B2,yeah you A are a nerd,1715862086.5341954
m7xcm95f,6,yfbqk3u0,9-live_bargaining-601,A,geophyics,1715862087.0186706
m7xcm95f,22,1r7pqbse,9-live_bargaining-607,B1,:),1715862089.1446218
m7xcm95f,19,la48qhop,9-live_bargaining-608,A,yeah im alright last player A was greedy af,1715862089.4808195
m7xcm95f,12,6e0212tp,9-live_bargaining-603,A,it is my first time to be A,1715862090.2545197
m7xcm95f,11,l4gotjl7,9-live_bargaining-603,B2,let me tell you,1715862090.7417834
m7xcm95f,2,6ydcbl9r,9-live_bargaining-602,B2,B1 what do you think,1715862091.0841427
m7xcm95f,26,qvoffcsq,9-live_bargaining-610,B2,i like your proposal A,1715862091.695096
m7xcm95f,1,xhpv93ls,9-live_bargaining-602,B1,36,1715862093.2112446
m7xcm95f,9,d4lo3zf6,9-live_bargaining-604,A,what do you mean,1715862093.7632434
m7xcm95f,20,6nwz387q,9-live_bargaining-608,B2,issok glad shrooms exist,1715862094.149099
m7xcm95f,36,5zlvsjpa,9-live_bargaining-611,A,think so too,1715862095.434621
m7xcm95f,11,l4gotjl7,9-live_bargaining-603,B2,ahahahah,1715862095.581493
m7xcm95f,4,uz2kh32u,9-live_bargaining-601,B1,niceee,1715862096.2787642
m7xcm95f,2,6ydcbl9r,9-live_bargaining-602,B2,35,1715862099.1709692
m7xcm95f,17,1lilrmry,9-live_bargaining-605,A,god bless,1715862099.3057654
m7xcm95f,4,uz2kh32u,9-live_bargaining-601,B1,which semester?,1715862100.5359855
m7xcm95f,24,j5qn3qbk,9-live_bargaining-607,A,well i mean you have to include me guys or we get npthing,1715862100.8210015
m7xcm95f,10,kn00nazp,9-live_bargaining-603,B1,Feel sad as I am a FPS game player :(,1715862101.255826
m7xcm95f,3,6nh54ceg,9-live_bargaining-602,A,ok 36 ,1715862101.9176192
m7xcm95f,19,la48qhop,9-live_bargaining-608,A,lmao,1715862102.3210151
m7xcm95f,5,sfscz3mv,9-live_bargaining-601,B2,2,1715862103.080893
m7xcm95f,18,nlkaxz3o,9-live_bargaining-605,B2,fair enough,1715862103.331635
m7xcm95f,11,l4gotjl7,9-live_bargaining-603,B2,then we suck so much,1715862103.445259
m7xcm95f,6,yfbqk3u0,9-live_bargaining-601,A,4,1715862105.753455
m7xcm95f,10,kn00nazp,9-live_bargaining-603,B1,haha,1715862107.7194343
m7xcm95f,7,2xw6wott,9-live_bargaining-604,B1,if the a want to make the biggest deal,1715862110.0526083
m7xcm95f,2,6ydcbl9r,9-live_bargaining-602,B2,why not 34,1715862110.1782503
m7xcm95f,12,6e0212tp,9-live_bargaining-603,A,hahahahahaha,1715862110.733726
m7xcm95f,31,clb9mrb7,9-live_bargaining-612,A,no ?,1715862111.3894668
m7xcm95f,27,lv2l10fd,9-live_bargaining-610,B1,is it odd number thats why,1715862117.790801
m7xcm95f,31,clb9mrb7,9-live_bargaining-612,A,the role changes,1715862118.277267
m7xcm95f,10,kn00nazp,9-live_bargaining-603,B1,I suck,1715862118.5188482
m7xcm95f,21,fns79vh4,9-live_bargaining-608,B1,ahha what was you last propsal outcome?,1715862118.9348104
m7xcm95f,3,6nh54ceg,9-live_bargaining-602,A,too low,1715862120.6360781
m7xcm95f,32,5kr8656h,9-live_bargaining-612,B2,i don't thinks so,1715862121.820488
m7xcm95f,18,nlkaxz3o,9-live_bargaining-605,B2,so hows it goin,1715862122.0428197
m7xcm95f,7,2xw6wott,9-live_bargaining-604,B1,he or she is the privelleged one,1715862122.3797758
m7xcm95f,22,1r7pqbse,9-live_bargaining-607,B1,maybe 40  30 30,1715862124.7509377
m7xcm95f,11,l4gotjl7,9-live_bargaining-603,B2,everything sucks,1715862125.0281916
m7xcm95f,2,6ydcbl9r,9-live_bargaining-602,B2,i feel like 24 33 33 is fair,1715862125.3461812
m7xcm95f,20,6nwz387q,9-live_bargaining-608,B2,40 30 30 classics,1715862128.2200906
m7xcm95f,17,1lilrmry,9-live_bargaining-605,A,nun much just sleepy af,1715862129.7450337
m7xcm95f,9,d4lo3zf6,9-live_bargaining-604,A,or they hahah,1715862129.785755
m7xcm95f,33,ltuj7l8u,9-live_bargaining-612,B1,no idea. just wondering,1715862129.9122434
m7xcm95f,19,la48qhop,9-live_bargaining-608,A,50 for a and 25 for both other ones,1715862132.4222653
m7xcm95f,22,1r7pqbse,9-live_bargaining-607,B1,or we go with nothing,1715862133.5098572
m7xcm95f,7,2xw6wott,9-live_bargaining-604,B1,oh my,1715862137.6598685
m7xcm95f,23,08vr2i2p,9-live_bargaining-607,B2,"that is a right point. so, option 2 is not that good",1715862138.1666245
m7xcm95f,21,fns79vh4,9-live_bargaining-608,B1,damn,1715862138.3337715
m7xcm95f,12,6e0212tp,9-live_bargaining-603,A,"just 1 point, cant do anything...",1715862144.0447085
m7xcm95f,18,nlkaxz3o,9-live_bargaining-605,B2,"same, these rounds are too long",1715862144.2817037
m7xcm95f,1,xhpv93ls,9-live_bargaining-602,B1,"it is, but we do need A to form a group",1715862144.999567
m7xcm95f,21,fns79vh4,9-live_bargaining-608,B1,prpopsal from A?,1715862145.301476
m7xcm95f,7,2xw6wott,9-live_bargaining-604,B1,we met in last few rounds,1715862146.4264152
m7xcm95f,2,6ydcbl9r,9-live_bargaining-602,B2,you wont always be player A and when you are B you will want to have about the same points as the others,1715862147.9452326
m7xcm95f,7,2xw6wott,9-live_bargaining-604,B1,right?,1715862151.4580011
m7xcm95f,3,6nh54ceg,9-live_bargaining-602,A,otherwise i wil find an agreement just with b1,1715862151.874264
m7xcm95f,4,uz2kh32u,9-live_bargaining-601,B1,2 too,1715862154.4915934
m7xcm95f,19,la48qhop,9-live_bargaining-608,A,yeah ,1715862156.9894311
m7xcm95f,9,d4lo3zf6,9-live_bargaining-604,A,idk?,1715862157.2476883
m7xcm95f,32,5kr8656h,9-live_bargaining-612,B2,cuz in last round my teammates typed words in uppercase lol,1715862159.6506002
m7xcm95f,17,1lilrmry,9-live_bargaining-605,A,fr it usually only takes like 2mins to make a descision ,1715862160.023405
m7xcm95f,9,d4lo3zf6,9-live_bargaining-604,A,why do you think so hahah,1715862161.671865
m7xcm95f,5,sfscz3mv,9-live_bargaining-601,B2,eth or uzh,1715862161.9898345
m7xcm95f,11,l4gotjl7,9-live_bargaining-603,B2,true,1715862164.4898484
m7xcm95f,2,6ydcbl9r,9-live_bargaining-602,B2,well either A accepts 24 33 33 or they get O ,1715862164.688599
m7xcm95f,8,f6i1zolp,9-live_bargaining-604,B2,idk,1715862165.739227
m7xcm95f,6,yfbqk3u0,9-live_bargaining-601,A,eth,1715862167.7832005
m7xcm95f,4,uz2kh32u,9-live_bargaining-601,B1,eth,1715862169.738761
m7xcm95f,11,l4gotjl7,9-live_bargaining-603,B2,but it's clean,1715862171.1940079
m7xcm95f,2,6ydcbl9r,9-live_bargaining-602,B2,its as simle as that,1715862171.6082983
m7xcm95f,26,qvoffcsq,9-live_bargaining-610,B2,what why A?,1715862171.875284
m7xcm95f,5,sfscz3mv,9-live_bargaining-601,B2,nice,1715862171.9830134
m7xcm95f,24,j5qn3qbk,9-live_bargaining-607,A,how about that?,1715862172.8260977
m7xcm95f,31,clb9mrb7,9-live_bargaining-612,A,but obviously everybody did the same decision ,1715862175.7949142
m7xcm95f,12,6e0212tp,9-live_bargaining-603,A,True,1715862176.7386746
m7xcm95f,2,6ydcbl9r,9-live_bargaining-602,B2,34  sorry,1715862178.344103
m7xcm95f,20,6nwz387q,9-live_bargaining-608,B2,wow,1715862179.8485215
m7xcm95f,4,uz2kh32u,9-live_bargaining-601,B1,where are you guys from?,1715862180.8749123
m7xcm95f,31,clb9mrb7,9-live_bargaining-612,A,LOL,1715862182.074272
m7xcm95f,5,sfscz3mv,9-live_bargaining-601,B2,greece,1715862185.772515
m7xcm95f,19,la48qhop,9-live_bargaining-608,A,how much money do we get for a point?,1715862190.355425
m7xcm95f,20,6nwz387q,9-live_bargaining-608,B2,nice nice,1715862191.632176
m7xcm95f,7,2xw6wott,9-live_bargaining-604,B1,cuz i chat with the same thing,1715862192.3372955
m7xcm95f,25,hjneoci2,9-live_bargaining-610,A,is 4 good?,1715862193.6471384
m7xcm95f,21,fns79vh4,9-live_bargaining-608,B1,harsh,1715862193.6910722
m7xcm95f,11,l4gotjl7,9-live_bargaining-603,B2,I feel like the people organizing the experiment were expecting more drama,1715862194.0100799
m7xcm95f,33,ltuj7l8u,9-live_bargaining-612,B1,haha. that is very interesting. well it works. it is a win win,1715862194.6825342
m7xcm95f,20,6nwz387q,9-live_bargaining-608,B2,0.6,1715862195.7533512
m7xcm95f,32,5kr8656h,9-live_bargaining-612,B2,this is the only way to gooo,1715862196.728305
m7xcm95f,2,6ydcbl9r,9-live_bargaining-602,B2,they you get less points it s only 30,1715862197.640856
m7xcm95f,21,fns79vh4,9-live_bargaining-608,B1,0.6,1715862198.2830586
m7xcm95f,9,d4lo3zf6,9-live_bargaining-604,A,mhm no i didnt,1715862199.0307264
m7xcm95f,19,la48qhop,9-live_bargaining-608,A,ohh ok ,1715862200.5387428
m7xcm95f,6,yfbqk3u0,9-live_bargaining-601,A,china,1715862200.6448567
m7xcm95f,7,2xw6wott,9-live_bargaining-604,B1,and answers were similar,1715862202.5438242
m7xcm95f,26,qvoffcsq,9-live_bargaining-610,B2,i like 1,1715862203.577642
m7xcm95f,4,uz2kh32u,9-live_bargaining-601,B1,interesting!,1715862203.833386
m7xcm95f,1,xhpv93ls,9-live_bargaining-602,B1,"it's a tiny difference in the end, 34 or 36",1715862204.8839142
m7xcm95f,9,d4lo3zf6,9-live_bargaining-604,A,what did you talk about,1715862205.7410173
m7xcm95f,10,kn00nazp,9-live_bargaining-603,B1,but it shows you are better in task 1 than us :(,1715862206.1463852
m7xcm95f,27,lv2l10fd,9-live_bargaining-610,B1,works well,1715862209.3291404
m7xcm95f,23,08vr2i2p,9-live_bargaining-607,B2,either 1 or 4,1715862209.9059417
m7xcm95f,12,6e0212tp,9-live_bargaining-603,A,"hahahahaha, yes, exactly",1715862211.2569184
m7xcm95f,10,kn00nazp,9-live_bargaining-603,B1,yeah,1715862211.2815669
m7xcm95f,11,l4gotjl7,9-live_bargaining-603,B2,LIKE THI SONE,1715862213.8713572
m7xcm95f,18,nlkaxz3o,9-live_bargaining-605,B2,yeahh,1715862218.013979
m7xcm95f,19,la48qhop,9-live_bargaining-608,A,so in total around 30 franks,1715862219.337591
m7xcm95f,2,6ydcbl9r,9-live_bargaining-602,B2,as if B1 would go for 5 points,1715862223.022542
m7xcm95f,6,yfbqk3u0,9-live_bargaining-601,A,and you<',1715862224.8185267
m7xcm95f,25,hjneoci2,9-live_bargaining-610,A,no anything other than 1,1715862226.5417602
m7xcm95f,21,fns79vh4,9-live_bargaining-608,B1,how many rounds will we play anyways?,1715862226.9295893
m7xcm95f,4,uz2kh32u,9-live_bargaining-601,B1,germany,1715862227.9355905
m7xcm95f,18,nlkaxz3o,9-live_bargaining-605,B2,do u think they read the chats? hah,1715862228.158267
m7xcm95f,32,5kr8656h,9-live_bargaining-612,B2,"if A wants more, just for example, I guess one of the Bs woudl not agree :)",1715862228.2959607
m7xcm95f,3,6nh54ceg,9-live_bargaining-602,A,for you don't chamnger a lot to accept,1715862229.8873506
m7xcm95f,20,6nwz387q,9-live_bargaining-608,B2,depends but i guess ,1715862230.0862482
m7xcm95f,7,2xw6wott,9-live_bargaining-604,B1,"i said a , he is the privilleged one",1715862231.862646
m7xcm95f,20,6nwz387q,9-live_bargaining-608,B2,6 rounds,1715862232.895046
m7xcm95f,31,clb9mrb7,9-live_bargaining-612,A,yep,1715862235.6949058
m7xcm95f,10,kn00nazp,9-live_bargaining-603,B1,but the payment is not big enough for us to battle on that,1715862236.1286094
m7xcm95f,17,1lilrmry,9-live_bargaining-605,A,god i hope not,1715862236.8206265
m7xcm95f,21,fns79vh4,9-live_bargaining-608,B1,ah nice,1715862239.2725117
m7xcm95f,27,lv2l10fd,9-live_bargaining-610,B1,4 then,1715862240.0082924
m7xcm95f,9,d4lo3zf6,9-live_bargaining-604,A,"okay in the next round i""m gonna randomly insert ""bombo"" in the chat and u will know thats me",1715862242.347345
m7xcm95f,11,l4gotjl7,9-live_bargaining-603,B2,true,1715862244.0066106
m7xcm95f,7,2xw6wott,9-live_bargaining-604,B1,and then i said he or she,1715862244.566308
m7xcm95f,24,j5qn3qbk,9-live_bargaining-607,A,well then lets choose 4,1715862245.2468839
m7xcm95f,12,6e0212tp,9-live_bargaining-603,A,True,1715862246.3753114
m7xcm95f,22,1r7pqbse,9-live_bargaining-607,B1,4,1715862247.8716974
m7xcm95f,26,qvoffcsq,9-live_bargaining-610,B2,uh fine,1715862249.3358414
m7xcm95f,19,la48qhop,9-live_bargaining-608,A,not 5? thought the first one was just trial,1715862249.583626
m7xcm95f,8,f6i1zolp,9-live_bargaining-604,B2,"i think it is different in different test, because my friend told me last test is if two persons as a group they can win 90, but this test is only 30",1715862252.0464938
m7xcm95f,6,yfbqk3u0,9-live_bargaining-601,A,"ah, what do you think about swiss german",1715862253.5216615
m7xcm95f,17,1lilrmry,9-live_bargaining-605,A,had a discussion about toilet paper flavors in the round before this,1715862254.4266212
m7xcm95f,12,6e0212tp,9-live_bargaining-603,A,cant more agree,1715862254.6227605
m7xcm95f,20,6nwz387q,9-live_bargaining-608,B2,ah then idk,1715862255.333182
m7xcm95f,7,2xw6wott,9-live_bargaining-604,B1,then everyone laughed,1715862257.493703
m7xcm95f,10,kn00nazp,9-live_bargaining-603,B1,I will not be a bad man for only several franks haha,1715862258.9520595
m7xcm95f,33,ltuj7l8u,9-live_bargaining-612,B1,exactly. and if you try to exclude one of the Bs the income is much smaller. ,1715862261.8693347
m7xcm95f,11,l4gotjl7,9-live_bargaining-603,B2,also why do 100 turn in like 20,1715862261.8767407
